datum,tijd,cat,counter,datetime,dag,tijduren,dagdeel,etmaalGemiddeldeTempGradenCelsius,zonneschijnUren,stralingJoulePerVierkanteCm,EtmaalNeerslagMM,gemLuchtdrukHectoPascal,Open,High,Low,Close,Volume,Adjusted Close
2015-02-09,10:29,roel alleen,1,2015-02-09T09:29:00Z,maandag,10.4833333333333,ochtend,5.6,0.7,245,-0.1,1031.3,451.100006,451.640015,447.23999,450.959991,0,450.959991
2015-02-09,09:31,roel alleen,1,2015-02-09T08:31:00Z,maandag,9.51666666666667,ochtend,5.6,0.7,245,-0.1,1031.3,451.100006,451.640015,447.23999,450.959991,0,450.959991
2015-02-08,14:23,roel alleen,1,2015-02-08T13:23:00Z,zondag,14.3833333333333,middag,5.4,4.6,485,0,1032.9,NA,NA,NA,NA,NA,NA
2015-02-08,11:20,roel alleen,1,2015-02-08T10:20:00Z,zondag,11.3333333333333,ochtend,5.4,4.6,485,0,1032.9,NA,NA,NA,NA,NA,NA
2015-02-08,11:08,roel alleen,1,2015-02-08T10:08:00Z,zondag,11.1333333333333,ochtend,5.4,4.6,485,0,1032.9,NA,NA,NA,NA,NA,NA
2015-02-07,14:57,roel alleen,1,2015-02-07T13:57:00Z,zaterdag,14.95,middag,2.2,1,338,0.2,1033,NA,NA,NA,NA,NA,NA
2015-02-07,11:42,roel alleen,1,2015-02-07T10:42:00Z,zaterdag,11.7,ochtend,2.2,1,338,0.2,1033,NA,NA,NA,NA,NA,NA
2015-02-07,10:57,roel alleen,1,2015-02-07T09:57:00Z,zaterdag,10.95,ochtend,2.2,1,338,0.2,1033,NA,NA,NA,NA,NA,NA
2015-02-06,10:46,roel alleen,1,2015-02-06T09:46:00Z,vrijdag,10.7666666666667,ochtend,0,8.2,731,0,1031.1,455.059998,456.160004,452.959991,454.690002,0,454.690002
2015-02-06,10:32,roel alleen,1,2015-02-06T09:32:00Z,vrijdag,10.5333333333333,ochtend,0,8.2,731,0,1031.1,455.059998,456.160004,452.959991,454.690002,0,454.690002
2015-02-05,16:24,roel alleen,1,2015-02-05T15:24:00Z,donderdag,16.4,middag,-0.2,5.8,588,2.2,1024.8,450.859985,455.420013,450.140015,455.299988,0,455.299988
2015-02-05,16:20,roel alleen,1,2015-02-05T15:20:00Z,donderdag,16.3333333333333,middag,-0.2,5.8,588,2.2,1024.8,450.859985,455.420013,450.140015,455.299988,0,455.299988
2015-02-05,13:27,roel alleen,1,2015-02-05T12:27:00Z,donderdag,13.45,middag,-0.2,5.8,588,2.2,1024.8,450.859985,455.420013,450.140015,455.299988,0,455.299988
2015-02-05,11:19,roel alleen,1,2015-02-05T10:19:00Z,donderdag,11.3166666666667,ochtend,-0.2,5.8,588,2.2,1024.8,450.859985,455.420013,450.140015,455.299988,0,455.299988
2015-02-05,09:52,roel alleen,1,2015-02-05T08:52:00Z,donderdag,9.86666666666667,ochtend,-0.2,5.8,588,2.2,1024.8,450.859985,455.420013,450.140015,455.299988,0,455.299988
2015-02-05,09:43,roel alleen,1,2015-02-05T08:43:00Z,donderdag,9.71666666666667,ochtend,-0.2,5.8,588,2.2,1024.8,450.859985,455.420013,450.140015,455.299988,0,455.299988
2015-02-04,13:19,roel alleen,1,2015-02-04T12:19:00Z,woensdag,13.3166666666667,middag,-0.3,5.8,516,0.8,1016.2,456.420013,456.839996,450.790009,454.880005,0,454.880005
2015-02-04,11:23,roel alleen,1,2015-02-04T10:23:00Z,woensdag,11.3833333333333,ochtend,-0.3,5.8,516,0.8,1016.2,456.420013,456.839996,450.790009,454.880005,0,454.880005
2015-02-04,10:05,roel alleen,1,2015-02-04T09:05:00Z,woensdag,10.0833333333333,ochtend,-0.3,5.8,516,0.8,1016.2,456.420013,456.839996,450.790009,454.880005,0,454.880005
2015-02-03,15:45,roel alleen,1,2015-02-03T14:45:00Z,dinsdag,15.75,middag,1.8,7.8,655,1.6,1005.7,453.23999,457.660004,452.779999,455.820007,0,455.820007
2015-02-03,09:41,roel alleen,1,2015-02-03T08:41:00Z,dinsdag,9.68333333333333,ochtend,1.8,7.8,655,1.6,1005.7,453.23999,457.660004,452.779999,455.820007,0,455.820007
2015-02-03,09:19,roel alleen,1,2015-02-03T08:19:00Z,dinsdag,9.31666666666667,ochtend,1.8,7.8,655,1.6,1005.7,453.23999,457.660004,452.779999,455.820007,0,455.820007
2015-02-02,13:47,roel alleen,1,2015-02-02T12:47:00Z,maandag,13.7833333333333,middag,3.3,4.6,447,3.8,1000.7,450.600006,451.910004,446.440002,450.76001,0,450.76001
2015-02-02,12:10,roel alleen,1,2015-02-02T11:10:00Z,maandag,12.1666666666667,middag,3.3,4.6,447,3.8,1000.7,450.600006,451.910004,446.440002,450.76001,0,450.76001
2015-02-02,10:11,roel alleen,1,2015-02-02T09:11:00Z,maandag,10.1833333333333,ochtend,3.3,4.6,447,3.8,1000.7,450.600006,451.910004,446.440002,450.76001,0,450.76001
2015-02-01,18:34,roel alleen,1,2015-02-01T17:34:00Z,zondag,18.5666666666667,avond,3.9,2.3,324,3.4,991.1,NA,NA,NA,NA,NA,NA
2015-02-01,16:34,roel alleen,1,2015-02-01T15:34:00Z,zondag,16.5666666666667,middag,3.9,2.3,324,3.4,991.1,NA,NA,NA,NA,NA,NA
2015-02-01,10:45,roel alleen,1,2015-02-01T09:45:00Z,zondag,10.75,ochtend,3.9,2.3,324,3.4,991.1,NA,NA,NA,NA,NA,NA
2015-02-01,10:27,roel alleen,1,2015-02-01T09:27:00Z,zondag,10.45,ochtend,3.9,2.3,324,3.4,991.1,NA,NA,NA,NA,NA,NA
2015-01-31,15:35,roel alleen,1,2015-01-31T14:35:00Z,zaterdag,15.5833333333333,middag,2.4,2.5,339,0.7,981.5,NA,NA,NA,NA,NA,NA
2015-01-31,15:15,roel alleen,1,2015-01-31T14:15:00Z,zaterdag,15.25,middag,2.4,2.5,339,0.7,981.5,NA,NA,NA,NA,NA,NA
2015-01-31,10:47,roel alleen,1,2015-01-31T09:47:00Z,zaterdag,10.7833333333333,ochtend,2.4,2.5,339,0.7,981.5,NA,NA,NA,NA,NA,NA
2015-01-31,10:36,roel alleen,1,2015-01-31T09:36:00Z,zaterdag,10.6,ochtend,2.4,2.5,339,0.7,981.5,NA,NA,NA,NA,NA,NA
2015-01-30,16:38,roel alleen,1,2015-01-30T15:38:00Z,vrijdag,16.6333333333333,middag,2.6,3.1,393,2.3,976.1,454,454.649994,448.899994,450.390015,0,450.390015
2015-01-30,09:00,roel alleen,1,2015-01-30T08:00:00Z,vrijdag,9,ochtend,2.6,3.1,393,2.3,976.1,454,454.649994,448.899994,450.390015,0,450.390015
2015-01-29,13:47,roel alleen,1,2015-01-29T12:47:00Z,donderdag,13.7833333333333,middag,3.6,1.3,211,11.7,981.7,447.829987,453.160004,447.829987,452.470001,0,452.470001
2015-01-29,10:35,roel alleen,1,2015-01-29T09:35:00Z,donderdag,10.5833333333333,ochtend,3.6,1.3,211,11.7,981.7,447.829987,453.160004,447.829987,452.470001,0,452.470001
2015-01-28,16:38,roel alleen,1,2015-01-28T15:38:00Z,woensdag,16.6333333333333,middag,5.7,0,55,8.1,1002.7,457.029999,457.570007,450.25,452.299988,0,452.299988
2015-01-28,10:36,roel alleen,1,2015-01-28T09:36:00Z,woensdag,10.6,ochtend,5.7,0,55,8.1,1002.7,457.029999,457.570007,450.25,452.299988,0,452.299988
2015-01-28,09:04,roel alleen,1,2015-01-28T08:04:00Z,woensdag,9.06666666666667,ochtend,5.7,0,55,8.1,1002.7,457.029999,457.570007,450.25,452.299988,0,452.299988
2015-01-27,10:16,roel alleen,1,2015-01-27T09:16:00Z,dinsdag,10.2666666666667,ochtend,5.8,3.9,404,0.4,1022.7,458.339996,459.059998,451.48999,454.459991,0,454.459991
2015-01-26,13:43,roel alleen,1,2015-01-26T12:43:00Z,maandag,13.7166666666667,middag,7,0.7,163,1.4,1020.3,452.619995,459.440002,452.619995,459.140015,0,459.140015
2015-01-26,09:03,roel alleen,1,2015-01-26T08:03:00Z,maandag,9.05,ochtend,7,0.7,163,1.4,1020.3,452.619995,459.440002,452.619995,459.140015,0,459.140015
2015-01-25,15:39,roel alleen,1,2015-01-25T14:39:00Z,zondag,15.65,middag,5.4,0,205,-0.1,1027.7,NA,NA,NA,NA,NA,NA
2015-01-25,10:23,roel alleen,1,2015-01-25T09:23:00Z,zondag,10.3833333333333,ochtend,5.4,0,205,-0.1,1027.7,NA,NA,NA,NA,NA,NA
2015-01-25,10:18,roel alleen,1,2015-01-25T09:18:00Z,zondag,10.3,ochtend,5.4,0,205,-0.1,1027.7,NA,NA,NA,NA,NA,NA
2015-01-24,11:22,roel alleen,1,2015-01-24T10:22:00Z,zaterdag,11.3666666666667,ochtend,3.8,4.6,427,6.6,1021.6,NA,NA,NA,NA,NA,NA
2015-01-24,11:13,roel alleen,1,2015-01-24T10:13:00Z,zaterdag,11.2166666666667,ochtend,3.8,4.6,427,6.6,1021.6,NA,NA,NA,NA,NA,NA
2015-01-23,15:10,roel alleen,1,2015-01-23T14:10:00Z,vrijdag,15.1666666666667,middag,-2.7,3.2,375,0,1025.4,451.019989,457.100006,450.279999,454.559998,0,454.559998
2015-01-23,10:48,roel alleen,1,2015-01-23T09:48:00Z,vrijdag,10.8,ochtend,-2.7,3.2,375,0,1025.4,451.019989,457.100006,450.279999,454.559998,0,454.559998
2015-01-23,09:20,roel alleen,1,2015-01-23T08:20:00Z,vrijdag,9.33333333333333,ochtend,-2.7,3.2,375,0,1025.4,451.019989,457.100006,450.279999,454.559998,0,454.559998
2015-01-22,10:14,roel alleen,1,2015-01-22T09:14:00Z,donderdag,10.2333333333333,ochtend,-1,0.2,130,-0.1,1020.2,442.040009,449.029999,440.410004,447.769989,0,447.769989
2015-01-21,13:32,roel alleen,1,2015-01-21T12:32:00Z,woensdag,13.5333333333333,middag,-0.2,0.2,251,0,1012.5,439.98999,441.089996,435.839996,441.089996,0,441.089996
2015-01-21,11:01,roel alleen,1,2015-01-21T10:01:00Z,woensdag,11.0166666666667,ochtend,-0.2,0.2,251,0,1012.5,439.98999,441.089996,435.839996,441.089996,0,441.089996
2015-01-21,10:18,roel alleen,1,2015-01-21T09:18:00Z,woensdag,10.3,ochtend,-0.2,0.2,251,0,1012.5,439.98999,441.089996,435.839996,441.089996,0,441.089996
2015-01-20,16:48,roel alleen,1,2015-01-20T15:48:00Z,dinsdag,16.8,middag,1.5,2.4,272,0,1012.2,435.970001,439.390015,435.600006,437.920013,0,437.920013
2015-01-20,15:47,roel alleen,1,2015-01-20T14:47:00Z,dinsdag,15.7833333333333,middag,1.5,2.4,272,0,1012.2,435.970001,439.390015,435.600006,437.920013,0,437.920013
2015-01-20,10:10,roel alleen,1,2015-01-20T09:10:00Z,dinsdag,10.1666666666667,ochtend,1.5,2.4,272,0,1012.2,435.970001,439.390015,435.600006,437.920013,0,437.920013
2015-01-20,09:11,roel alleen,1,2015-01-20T08:11:00Z,dinsdag,9.18333333333333,ochtend,1.5,2.4,272,0,1012.2,435.970001,439.390015,435.600006,437.920013,0,437.920013
2015-01-19,11:40,roel alleen,1,2015-01-19T10:40:00Z,maandag,11.6666666666667,ochtend,0.3,0.9,258,0,1012.3,433.839996,436.200012,432.029999,435.309998,0,435.309998
2015-01-19,11:02,roel alleen,1,2015-01-19T10:02:00Z,maandag,11.0333333333333,ochtend,0.3,0.9,258,0,1012.3,433.839996,436.200012,432.029999,435.309998,0,435.309998
2015-01-19,10:15,roel alleen,1,2015-01-19T09:15:00Z,maandag,10.25,ochtend,0.3,0.9,258,0,1012.3,433.839996,436.200012,432.029999,435.309998,0,435.309998
2015-01-18,15:47,roel alleen,1,2015-01-18T14:47:00Z,zondag,15.7833333333333,middag,2.6,0,95,3.7,1011.6,NA,NA,NA,NA,NA,NA
2015-01-18,10:45,roel alleen,1,2015-01-18T09:45:00Z,zondag,10.75,ochtend,2.6,0,95,3.7,1011.6,NA,NA,NA,NA,NA,NA
2015-01-18,10:10,roel alleen,1,2015-01-18T09:10:00Z,zondag,10.1666666666667,ochtend,2.6,0,95,3.7,1011.6,NA,NA,NA,NA,NA,NA
2015-01-17,11:35,roel alleen,1,2015-01-17T10:35:00Z,zaterdag,11.5833333333333,ochtend,3.6,5.6,411,0.2,1012.7,NA,NA,NA,NA,NA,NA
2015-01-17,11:25,roel alleen,1,2015-01-17T10:25:00Z,zaterdag,11.4166666666667,ochtend,3.6,5.6,411,0.2,1012.7,NA,NA,NA,NA,NA,NA
2015-01-17,08:34,roel alleen,1,2015-01-17T07:34:00Z,zaterdag,8.56666666666667,ochtend,3.6,5.6,411,0.2,1012.7,NA,NA,NA,NA,NA,NA
2015-01-16,13:42,roel alleen,1,2015-01-16T12:42:00Z,vrijdag,13.7,middag,5.5,4.1,387,2.3,1004,423.369995,433.619995,422.940002,432.980011,0,432.980011
2015-01-16,11:09,roel alleen,1,2015-01-16T10:09:00Z,vrijdag,11.15,ochtend,5.5,4.1,387,2.3,1004,423.369995,433.619995,422.940002,432.980011,0,432.980011
2015-01-15,14:08,roel alleen,1,2015-01-15T13:08:00Z,donderdag,14.1333333333333,middag,8,0,73,12.8,994.6,422.600006,426.619995,411.459991,425.320007,0,425.320007
2015-01-14,17:36,roel alleen,1,2015-01-14T16:36:00Z,woensdag,17.6,middag,4.8,2.2,246,3.7,1006.1,418.440002,425.299988,416.869995,418.329987,0,418.329987
2015-01-14,14:38,roel alleen,1,2015-01-14T13:38:00Z,woensdag,14.6333333333333,middag,4.8,2.2,246,3.7,1006.1,418.440002,425.299988,416.869995,418.329987,0,418.329987
2015-01-14,09:14,roel alleen,1,2015-01-14T08:14:00Z,woensdag,9.23333333333333,ochtend,4.8,2.2,246,3.7,1006.1,418.440002,425.299988,416.869995,418.329987,0,418.329987
2015-01-13,11:23,roel alleen,1,2015-01-13T10:23:00Z,dinsdag,11.3833333333333,ochtend,8.2,0.3,94,20.8,1002.7,415.76001,424.709991,414.820007,423.790009,0,423.790009
2015-01-13,08:54,roel alleen,1,2015-01-13T07:54:00Z,dinsdag,8.9,ochtend,8.2,0.3,94,20.8,1002.7,415.76001,424.709991,414.820007,423.790009,0,423.790009
2015-01-12,13:28,roel alleen,1,2015-01-12T12:28:00Z,maandag,13.4666666666667,middag,9.1,0,127,7.2,1011.2,417.049988,421.5,413.630005,418.410004,0,418.410004
2015-01-12,13:04,roel alleen,1,2015-01-12T12:04:00Z,maandag,13.0666666666667,middag,9.1,0,127,7.2,1011.2,417.049988,421.5,413.630005,418.410004,0,418.410004
2015-01-12,09:48,roel alleen,1,2015-01-12T08:48:00Z,maandag,9.8,ochtend,9.1,0,127,7.2,1011.2,417.049988,421.5,413.630005,418.410004,0,418.410004
2015-01-12,09:05,roel alleen,1,2015-01-12T08:05:00Z,maandag,9.08333333333333,ochtend,9.1,0,127,7.2,1011.2,417.049988,421.5,413.630005,418.410004,0,418.410004
2015-01-11,10:57,roel alleen,1,2015-01-11T09:57:00Z,zondag,10.95,ochtend,6.6,1.5,253,-0.1,1017.2,NA,NA,NA,NA,NA,NA
2015-01-11,10:38,roel alleen,1,2015-01-11T09:38:00Z,zondag,10.6333333333333,ochtend,6.6,1.5,253,-0.1,1017.2,NA,NA,NA,NA,NA,NA
2015-01-11,08:51,roel alleen,1,2015-01-11T07:51:00Z,zondag,8.85,ochtend,6.6,1.5,253,-0.1,1017.2,NA,NA,NA,NA,NA,NA
2015-01-10,17:03,roel alleen,1,2015-01-10T16:03:00Z,zaterdag,17.05,middag,9.3,0.5,117,2.3,1010.9,NA,NA,NA,NA,NA,NA
2015-01-10,10:57,roel alleen,1,2015-01-10T09:57:00Z,zaterdag,10.95,ochtend,9.3,0.5,117,2.3,1010.9,NA,NA,NA,NA,NA,NA
2015-01-10,10:45,roel alleen,1,2015-01-10T09:45:00Z,zaterdag,10.75,ochtend,9.3,0.5,117,2.3,1010.9,NA,NA,NA,NA,NA,NA
2015-01-09,14:17,roel alleen,1,2015-01-09T13:17:00Z,vrijdag,14.2833333333333,middag,9.8,0,111,7.1,1015.3,422.410004,424.230011,412.76001,415.589996,0,415.589996
2015-01-09,09:14,roel alleen,1,2015-01-09T08:14:00Z,vrijdag,9.23333333333333,ochtend,9.8,0,111,7.1,1015.3,422.410004,424.230011,412.76001,415.589996,0,415.589996
2015-01-09,09:14,roel alleen,1,2015-01-09T08:14:00Z,vrijdag,9.23333333333333,ochtend,9.8,0,111,7.1,1015.3,422.410004,424.230011,412.76001,415.589996,0,415.589996
2015-01-08,12:46,roel alleen,1,2015-01-08T11:46:00Z,donderdag,12.7666666666667,middag,7.3,0,36,12.4,1020.1,416.600006,424.140015,415.440002,423.070007,0,423.070007
2015-01-08,12:29,roel alleen,1,2015-01-08T11:29:00Z,donderdag,12.4833333333333,middag,7.3,0,36,12.4,1020.1,416.600006,424.140015,415.440002,423.070007,0,423.070007
2015-01-08,10:08,roel alleen,1,2015-01-08T09:08:00Z,donderdag,10.1333333333333,ochtend,7.3,0,36,12.4,1020.1,416.600006,424.140015,415.440002,423.070007,0,423.070007
2015-01-07,13:35,roel alleen,1,2015-01-07T12:35:00Z,woensdag,13.5833333333333,middag,4.4,4.6,303,2.6,1024.8,411.01001,413.959991,408.600006,411.209991,0,411.209991
2015-01-07,10:01,roel alleen,1,2015-01-07T09:01:00Z,woensdag,10.0166666666667,ochtend,4.4,4.6,303,2.6,1024.8,411.01001,413.959991,408.600006,411.209991,0,411.209991
2015-01-07,09:26,roel alleen,1,2015-01-07T08:26:00Z,woensdag,9.43333333333333,ochtend,4.4,4.6,303,2.6,1024.8,411.01001,413.959991,408.600006,411.209991,0,411.209991
2015-01-06,14:25,roel alleen,1,2015-01-06T13:25:00Z,dinsdag,14.4166666666667,middag,3.4,1.2,230,1,1021.7,411.670013,414.619995,406.299988,408.429993,0,408.429993
2015-01-06,09:27,roel alleen,1,2015-01-06T08:27:00Z,dinsdag,9.45,ochtend,3.4,1.2,230,1,1021.7,411.670013,414.619995,406.299988,408.429993,0,408.429993
2015-01-05,15:27,roel alleen,1,2015-01-05T14:27:00Z,maandag,15.45,middag,3.3,0.2,117,0,1030.3,420.059998,424.579987,410.48999,410.940002,0,410.940002
2015-01-05,12:56,roel alleen,1,2015-01-05T11:56:00Z,maandag,12.9333333333333,middag,3.3,0.2,117,0,1030.3,420.059998,424.579987,410.48999,410.940002,0,410.940002
2015-01-05,10:37,roel alleen,1,2015-01-05T09:37:00Z,maandag,10.6166666666667,ochtend,3.3,0.2,117,0,1030.3,420.059998,424.579987,410.48999,410.940002,0,410.940002
2015-01-05,09:14,roel alleen,1,2015-01-05T08:14:00Z,maandag,9.23333333333333,ochtend,3.3,0.2,117,0,1030.3,420.059998,424.579987,410.48999,410.940002,0,410.940002
2015-01-04,16:16,roel alleen,1,2015-01-04T15:16:00Z,zondag,16.2666666666667,middag,4.1,4.1,302,0.3,1033.3,NA,NA,NA,NA,NA,NA
2015-01-04,15:42,roel alleen,1,2015-01-04T14:42:00Z,zondag,15.7,middag,4.1,4.1,302,0.3,1033.3,NA,NA,NA,NA,NA,NA
2015-01-04,11:06,roel alleen,1,2015-01-04T10:06:00Z,zondag,11.1,ochtend,4.1,4.1,302,0.3,1033.3,NA,NA,NA,NA,NA,NA
2015-01-04,11:06,roel alleen,1,2015-01-04T10:06:00Z,zondag,11.1,ochtend,4.1,4.1,302,0.3,1033.3,NA,NA,NA,NA,NA,NA
2015-01-03,10:55,roel alleen,1,2015-01-03T09:55:00Z,zaterdag,10.9166666666667,ochtend,5.2,0,72,2.9,1023.1,NA,NA,NA,NA,NA,NA
2015-01-02,15:31,roel alleen,1,2015-01-02T14:31:00Z,vrijdag,15.5166666666667,middag,7.8,4.5,319,2.1,1025.8,425.890015,428.089996,420.350006,422.279999,0,422.279999
2015-01-02,11:20,roel alleen,1,2015-01-02T10:20:00Z,vrijdag,11.3333333333333,ochtend,7.8,4.5,319,2.1,1025.8,425.890015,428.089996,420.350006,422.279999,0,422.279999
2015-01-01,16:05,roel alleen,1,2015-01-01T15:05:00Z,donderdag,16.0833333333333,middag,3.8,1.4,187,0.3,1029.4,NA,NA,NA,NA,NA,NA
2015-01-01,15:39,roel alleen,1,2015-01-01T14:39:00Z,donderdag,15.65,middag,3.8,1.4,187,0.3,1029.4,NA,NA,NA,NA,NA,NA
2014-12-31,20:04,roel alleen,1,2014-12-31T19:04:00Z,woensdag,20.0666666666667,avond,5.6,4.8,308,0,1034.1,422.839996,424.700012,422.269989,424.470001,0,424.470001
2014-12-31,15:40,roel alleen,1,2014-12-31T14:40:00Z,woensdag,15.6666666666667,middag,5.6,4.8,308,0,1034.1,422.839996,424.700012,422.269989,424.470001,0,424.470001
2014-12-31,13:53,roel alleen,1,2014-12-31T12:53:00Z,woensdag,13.8833333333333,middag,5.6,4.8,308,0,1034.1,422.839996,424.700012,422.269989,424.470001,0,424.470001
2014-12-31,09:41,roel alleen,1,2014-12-31T08:41:00Z,woensdag,9.68333333333333,ochtend,5.6,4.8,308,0,1034.1,422.839996,424.700012,422.269989,424.470001,0,424.470001
2014-12-30,15:15,roel alleen,1,2014-12-30T14:15:00Z,dinsdag,15.25,middag,6.1,0.7,146,-0.1,1035.5,425.130005,425.130005,421.559998,421.589996,0,421.589996
2014-12-30,10:26,roel alleen,1,2014-12-30T09:26:00Z,dinsdag,10.4333333333333,ochtend,6.1,0.7,146,-0.1,1035.5,425.130005,425.130005,421.559998,421.589996,0,421.589996
2014-12-30,10:06,roel alleen,1,2014-12-30T09:06:00Z,dinsdag,10.1,ochtend,6.1,0.7,146,-0.1,1035.5,425.130005,425.130005,421.559998,421.589996,0,421.589996
2014-12-29,15:01,roel alleen,1,2014-12-29T14:01:00Z,maandag,15.0166666666667,middag,5.2,1.7,198,1.3,1034.9,427.390015,428.320007,422.859985,426.890015,0,426.890015
2014-12-29,09:48,roel alleen,1,2014-12-29T08:48:00Z,maandag,9.8,ochtend,5.2,1.7,198,1.3,1034.9,427.390015,428.320007,422.859985,426.890015,0,426.890015
2014-12-29,09:30,roel alleen,1,2014-12-29T08:30:00Z,maandag,9.5,ochtend,5.2,1.7,198,1.3,1034.9,427.390015,428.320007,422.859985,426.890015,0,426.890015
2014-12-28,15:28,roel alleen,1,2014-12-28T14:28:00Z,zondag,15.4666666666667,middag,0.3,6.5,365,0.1,1027.7,NA,NA,NA,NA,NA,NA
2014-12-28,15:13,roel alleen,1,2014-12-28T14:13:00Z,zondag,15.2166666666667,middag,0.3,6.5,365,0.1,1027.7,NA,NA,NA,NA,NA,NA
2014-12-28,10:57,roel alleen,1,2014-12-28T09:57:00Z,zondag,10.95,ochtend,0.3,6.5,365,0.1,1027.7,NA,NA,NA,NA,NA,NA
2014-12-28,10:43,roel alleen,1,2014-12-28T09:43:00Z,zondag,10.7166666666667,ochtend,0.3,6.5,365,0.1,1027.7,NA,NA,NA,NA,NA,NA
2014-12-27,12:47,roel alleen,1,2014-12-27T11:47:00Z,zaterdag,12.7833333333333,middag,1.1,0,42,19.2,1002.7,NA,NA,NA,NA,NA,NA
2014-12-27,12:40,roel alleen,1,2014-12-27T11:40:00Z,zaterdag,12.6666666666667,middag,1.1,0,42,19.2,1002.7,NA,NA,NA,NA,NA,NA
2014-12-27,12:18,roel alleen,1,2014-12-27T11:18:00Z,zaterdag,12.3,middag,1.1,0,42,19.2,1002.7,NA,NA,NA,NA,NA,NA
2014-12-26,23:00,roel alleen,1,2014-12-26T22:00:00Z,vrijdag,23,avond,3.6,1.4,217,0.2,1024.9,NA,NA,NA,NA,NA,NA
2014-12-26,15:21,roel alleen,1,2014-12-26T14:21:00Z,vrijdag,15.35,middag,3.6,1.4,217,0.2,1024.9,NA,NA,NA,NA,NA,NA
2014-12-26,14:59,roel alleen,1,2014-12-26T13:59:00Z,vrijdag,14.9833333333333,middag,3.6,1.4,217,0.2,1024.9,NA,NA,NA,NA,NA,NA
2014-12-26,12:28,roel alleen,1,2014-12-26T11:28:00Z,vrijdag,12.4666666666667,middag,3.6,1.4,217,0.2,1024.9,NA,NA,NA,NA,NA,NA
2014-12-26,11:59,roel alleen,1,2014-12-26T10:59:00Z,vrijdag,11.9833333333333,ochtend,3.6,1.4,217,0.2,1024.9,NA,NA,NA,NA,NA,NA
2014-12-25,21:34,roel alleen,1,2014-12-25T20:34:00Z,donderdag,21.5666666666667,avond,5.6,1.4,135,5,1024.2,NA,NA,NA,NA,NA,NA
2014-12-25,16:16,roel alleen,1,2014-12-25T15:16:00Z,donderdag,16.2666666666667,middag,5.6,1.4,135,5,1024.2,NA,NA,NA,NA,NA,NA
2014-12-25,16:06,roel alleen,1,2014-12-25T15:06:00Z,donderdag,16.1,middag,5.6,1.4,135,5,1024.2,NA,NA,NA,NA,NA,NA
2014-12-25,11:25,roel alleen,1,2014-12-25T10:25:00Z,donderdag,11.4166666666667,ochtend,5.6,1.4,135,5,1024.2,NA,NA,NA,NA,NA,NA
2014-12-25,11:06,roel alleen,1,2014-12-25T10:06:00Z,donderdag,11.1,ochtend,5.6,1.4,135,5,1024.2,NA,NA,NA,NA,NA,NA
2014-12-24,13:32,roel alleen,1,2014-12-24T12:32:00Z,woensdag,13.5333333333333,middag,8.6,0.3,109,6.3,1014.6,425.970001,427.440002,425.329987,425.570007,0,425.570007
2014-12-24,09:21,roel alleen,1,2014-12-24T08:21:00Z,woensdag,9.35,ochtend,8.6,0.3,109,6.3,1014.6,425.970001,427.440002,425.329987,425.570007,0,425.570007
2014-12-23,20:54,roel alleen,1,2014-12-23T19:54:00Z,dinsdag,20.9,avond,11.1,5.4,361,0,1015.6,423.040009,426.769989,422.640015,426.769989,0,426.769989
2014-12-23,13:49,roel alleen,1,2014-12-23T12:49:00Z,dinsdag,13.8166666666667,middag,11.1,5.4,361,0,1015.6,423.040009,426.769989,422.640015,426.769989,0,426.769989
2014-12-23,10:54,roel alleen,1,2014-12-23T09:54:00Z,dinsdag,10.9,ochtend,11.1,5.4,361,0,1015.6,423.040009,426.769989,422.640015,426.769989,0,426.769989
2014-12-23,09:41,roel alleen,1,2014-12-23T08:41:00Z,dinsdag,9.68333333333333,ochtend,11.1,5.4,361,0,1015.6,423.040009,426.769989,422.640015,426.769989,0,426.769989
2014-12-22,09:16,roel alleen,1,2014-12-22T08:16:00Z,maandag,9.26666666666667,ochtend,11.6,0,67,0.9,1015.8,419.76001,424.079987,419.76001,421.579987,0,421.579987
2014-12-21,15:37,roel alleen,1,2014-12-21T14:37:00Z,zondag,15.6166666666667,middag,8.8,0,126,0,1024.2,NA,NA,NA,NA,NA,NA
2014-12-21,15:16,roel alleen,1,2014-12-21T14:16:00Z,zondag,15.2666666666667,middag,8.8,0,126,0,1024.2,NA,NA,NA,NA,NA,NA
2014-12-21,11:11,roel alleen,1,2014-12-21T10:11:00Z,zondag,11.1833333333333,ochtend,8.8,0,126,0,1024.2,NA,NA,NA,NA,NA,NA
2014-12-20,15:23,roel alleen,1,2014-12-20T14:23:00Z,zaterdag,15.3833333333333,middag,8,0,122,3.7,1021.3,NA,NA,NA,NA,NA,NA
2014-12-20,15:20,roel alleen,1,2014-12-20T14:20:00Z,zaterdag,15.3333333333333,middag,8,0,122,3.7,1021.3,NA,NA,NA,NA,NA,NA
2014-12-20,10:54,roel alleen,1,2014-12-20T09:54:00Z,zaterdag,10.9,ochtend,8,0,122,3.7,1021.3,NA,NA,NA,NA,NA,NA
2014-12-20,10:46,roel alleen,1,2014-12-20T09:46:00Z,zaterdag,10.7666666666667,ochtend,8,0,122,3.7,1021.3,NA,NA,NA,NA,NA,NA
2014-12-19,13:10,roel alleen,1,2014-12-19T12:10:00Z,vrijdag,13.1666666666667,middag,9.4,2.6,208,8.5,1012.2,420.660004,421.350006,414.390015,418.369995,0,418.369995
