datum,tijd,cat,counter,datetime,dag,tijduren,dagdeel,etmaalGemiddeldeTempGradenCelsius,zonneschijnUren,stralingJoulePerVierkanteCm,EtmaalNeerslagMM,gemLuchtdrukHectoPascal,Open,High,Low,Close,Volume,Adjusted Close
2015-05-18,13:21,roel alleen,1,2015-05-18T11:21:00Z,maandag,13.35,middag,10.5,1.9,668,9.2,1007.3,491.130005,492.829987,484.23999,490.149994,0,490.149994
2015-05-18,11:06,roel alleen,1,2015-05-18T09:06:00Z,maandag,11.1,ochtend,10.5,1.9,668,9.2,1007.3,491.130005,492.829987,484.23999,490.149994,0,490.149994
2015-05-18,07:26,roel alleen,1,2015-05-18T05:26:00Z,maandag,7.43333333333333,ochtend,10.5,1.9,668,9.2,1007.3,491.130005,492.829987,484.23999,490.149994,0,490.149994
2015-05-18,06:45,roel alleen,1,2015-05-18T04:45:00Z,maandag,6.75,ochtend,10.5,1.9,668,9.2,1007.3,491.130005,492.829987,484.23999,490.149994,0,490.149994
2015-05-17,11:51,roel alleen,1,2015-05-17T09:51:00Z,zondag,11.85,ochtend,11.1,12.1,2493,0,1023.6,NA,NA,NA,NA,NA,NA
2015-05-17,10:51,roel alleen,1,2015-05-17T08:51:00Z,zondag,10.85,ochtend,11.1,12.1,2493,0,1023.6,NA,NA,NA,NA,NA,NA
2015-05-16,12:58,roel alleen,1,2015-05-16T10:58:00Z,zaterdag,12.9666666666667,middag,10.8,3.3,1066,2.2,1022.9,NA,NA,NA,NA,NA,NA
2015-05-16,11:43,roel alleen,1,2015-05-16T09:43:00Z,zaterdag,11.7166666666667,ochtend,10.8,3.3,1066,2.2,1022.9,NA,NA,NA,NA,NA,NA
2015-05-15,10:12,roel alleen,1,2015-05-15T08:12:00Z,vrijdag,10.2,ochtend,8.6,7.7,2125,0,1020,492.380005,495.440002,489.079987,490.959991,0,490.959991
2015-05-14,10:22,roel alleen,1,2015-05-14T08:22:00Z,donderdag,10.3666666666667,ochtend,11.4,8.9,2393,0,1014.1,484.309998,491.940002,481.059998,490.690002,0,490.690002
2015-05-14,09:22,roel alleen,1,2015-05-14T07:22:00Z,donderdag,9.36666666666667,ochtend,11.4,8.9,2393,0,1014.1,484.309998,491.940002,481.059998,490.690002,0,490.690002
2015-05-13,13:21,roel alleen,1,2015-05-13T11:21:00Z,woensdag,13.35,middag,11.2,13.8,2691,0,1018.9,490.079987,492.579987,484.850006,486.690002,0,486.690002
2015-05-13,11:32,roel alleen,1,2015-05-13T09:32:00Z,woensdag,11.5333333333333,ochtend,11.2,13.8,2691,0,1018.9,490.079987,492.579987,484.850006,486.690002,0,486.690002
2015-05-13,09:33,roel alleen,1,2015-05-13T07:33:00Z,woensdag,9.55,ochtend,11.2,13.8,2691,0,1018.9,490.079987,492.579987,484.850006,486.690002,0,486.690002
2015-05-12,14:15,roel alleen,1,2015-05-12T12:15:00Z,dinsdag,14.25,middag,13.5,8,2104,0,1018.1,490.73999,490.799988,486.019989,488.970001,0,488.970001
2015-05-12,09:59,roel alleen,1,2015-05-12T07:59:00Z,dinsdag,9.98333333333333,ochtend,13.5,8,2104,0,1018.1,490.73999,490.799988,486.019989,488.970001,0,488.970001
2015-05-11,13:18,roel alleen,1,2015-05-11T11:18:00Z,maandag,13.3,middag,16.4,9.2,2243,0,1019.4,491.399994,493.470001,489.410004,492.75,0,492.75
2015-05-11,11:58,roel alleen,1,2015-05-11T09:58:00Z,maandag,11.9666666666667,ochtend,16.4,9.2,2243,0,1019.4,491.399994,493.470001,489.410004,492.75,0,492.75
2015-05-11,07:48,roel alleen,1,2015-05-11T05:48:00Z,maandag,7.8,ochtend,16.4,9.2,2243,0,1019.4,491.399994,493.470001,489.410004,492.75,0,492.75
2015-05-10,10:19,roel alleen,1,2015-05-10T08:19:00Z,zondag,10.3166666666667,ochtend,11.9,12.2,2369,0,1025.1,NA,NA,NA,NA,NA,NA
2015-05-10,09:47,roel alleen,1,2015-05-10T07:47:00Z,zondag,9.78333333333333,ochtend,11.9,12.2,2369,0,1025.1,NA,NA,NA,NA,NA,NA
2015-05-09,14:34,roel alleen,1,2015-05-09T12:34:00Z,zaterdag,14.5666666666667,middag,12.6,4,1564,0.1,1016.3,NA,NA,NA,NA,NA,NA
2015-05-09,14:06,roel alleen,1,2015-05-09T12:06:00Z,zaterdag,14.1,middag,12.6,4,1564,0.1,1016.3,NA,NA,NA,NA,NA,NA
2015-05-09,10:35,roel alleen,1,2015-05-09T08:35:00Z,zaterdag,10.5833333333333,ochtend,12.6,4,1564,0.1,1016.3,NA,NA,NA,NA,NA,NA
2015-05-09,09:48,roel alleen,1,2015-05-09T07:48:00Z,zaterdag,9.8,ochtend,12.6,4,1564,0.1,1016.3,NA,NA,NA,NA,NA,NA
2015-05-08,17:12,roel alleen,1,2015-05-08T15:12:00Z,vrijdag,17.2,middag,13.9,3.6,1654,0.4,1014.9,482.380005,491.100006,481.559998,490.790009,0,490.790009
2015-05-08,10:57,roel alleen,1,2015-05-08T08:57:00Z,vrijdag,10.95,ochtend,13.9,3.6,1654,0.4,1014.9,482.380005,491.100006,481.559998,490.790009,0,490.790009
2015-05-07,08:35,roel alleen,1,2015-05-07T06:35:00Z,donderdag,8.58333333333333,ochtend,11.4,12.4,2488,-0.1,1016.5,474.839996,479.890015,469.820007,478.779999,0,478.779999
2015-05-06,15:28,roel alleen,1,2015-05-06T13:28:00Z,woensdag,15.4666666666667,middag,11.8,7.4,1577,3.9,1008,482.290009,483.869995,476.959991,478.149994,0,478.149994
2015-05-06,11:14,roel alleen,1,2015-05-06T09:14:00Z,woensdag,11.2333333333333,ochtend,11.8,7.4,1577,3.9,1008,482.290009,483.869995,476.959991,478.149994,0,478.149994
2015-05-06,08:14,roel alleen,1,2015-05-06T06:14:00Z,woensdag,8.23333333333333,ochtend,11.8,7.4,1577,3.9,1008,482.290009,483.869995,476.959991,478.149994,0,478.149994
2015-05-04,13:00,roel alleen,1,2015-05-04T11:00:00Z,maandag,13,middag,14.6,8.2,2113,3.6,1004.4,488.23999,493.359985,484.549988,491.170013,0,491.170013
2015-05-04,08:05,roel alleen,1,2015-05-04T06:05:00Z,maandag,8.08333333333333,ochtend,14.6,8.2,2113,3.6,1004.4,488.23999,493.359985,484.549988,491.170013,0,491.170013
2015-05-02,10:42,roel alleen,1,2015-05-02T08:42:00Z,zaterdag,10.7,ochtend,9.6,12.9,2372,0,1011.4,NA,NA,NA,NA,NA,NA
2015-05-02,10:15,roel alleen,1,2015-05-02T08:15:00Z,zaterdag,10.25,ochtend,9.6,12.9,2372,0,1011.4,NA,NA,NA,NA,NA,NA
2015-04-30,14:19,roel alleen,1,2015-04-30T12:19:00Z,donderdag,14.3166666666667,middag,8.6,11.7,2176,1.7,1011.3,490.029999,491.320007,484.799988,487.850006,0,487.850006
2015-04-28,13:46,roel alleen,1,2015-04-28T11:46:00Z,dinsdag,13.7666666666667,middag,6.5,10.8,2133,0.3,1016.4,507.790009,507.970001,498.329987,501.660004,0,501.660004
2015-04-25,10:33,roel alleen,1,2015-04-25T08:33:00Z,zaterdag,10.55,ochtend,12.2,2.9,928,0.9,1006.8,NA,NA,NA,NA,NA,NA
2015-04-24,15:17,roel alleen,1,2015-04-24T13:17:00Z,vrijdag,15.2833333333333,middag,10.9,9.7,2023,0,1011.6,504.070007,506.209991,502.619995,504.01001,0,504.01001
2015-04-24,13:26,roel alleen,1,2015-04-24T11:26:00Z,vrijdag,13.4333333333333,middag,10.9,9.7,2023,0,1011.6,504.070007,506.209991,502.619995,504.01001,0,504.01001
2015-04-23,14:37,roel alleen,1,2015-04-23T12:37:00Z,donderdag,14.6166666666667,middag,8.2,9,2100,0,1020,504.98999,506.820007,499.269989,503,0,503
2015-04-23,09:03,roel alleen,1,2015-04-23T07:03:00Z,donderdag,9.05,ochtend,8.2,9,2100,0,1020,504.98999,506.820007,499.269989,503,0,503
2015-04-22,13:54,roel alleen,1,2015-04-22T11:54:00Z,woensdag,13.9,middag,7.8,0.4,921,0,1029.1,507.549988,508.730011,502.350006,505.720001,0,505.720001
2015-04-21,10:11,roel alleen,1,2015-04-21T08:11:00Z,dinsdag,10.1833333333333,ochtend,8.5,12.4,2298,0,1032.9,503.410004,506.850006,501.130005,503.809998,0,503.809998
2015-04-20,11:36,roel alleen,1,2015-04-20T09:36:00Z,maandag,11.6,ochtend,10.1,12.5,2321,0,1029.5,497.279999,501.410004,496.970001,500.730011,0,500.730011
2015-04-20,11:02,roel alleen,1,2015-04-20T09:02:00Z,maandag,11.0333333333333,ochtend,10.1,12.5,2321,0,1029.5,497.279999,501.410004,496.970001,500.730011,0,500.730011
2015-04-18,10:33,roel alleen,1,2015-04-18T08:33:00Z,zaterdag,10.55,ochtend,8.3,13,2276,0,1027.7,NA,NA,NA,NA,NA,NA
2015-04-18,08:59,roel alleen,1,2015-04-18T06:59:00Z,zaterdag,8.98333333333333,ochtend,8.3,13,2276,0,1027.7,NA,NA,NA,NA,NA,NA
2015-04-17,15:51,roel alleen,1,2015-04-17T13:51:00Z,vrijdag,15.85,middag,8.2,7.5,1665,0,1021.1,502.980011,503.880005,493.279999,495.029999,0,495.029999
2015-04-17,09:26,roel alleen,1,2015-04-17T07:26:00Z,vrijdag,9.43333333333333,ochtend,8.2,7.5,1665,0,1021.1,502.980011,503.880005,493.279999,495.029999,0,495.029999
2015-04-17,09:21,roel alleen,1,2015-04-17T07:21:00Z,vrijdag,9.35,ochtend,8.2,7.5,1665,0,1021.1,502.980011,503.880005,493.279999,495.029999,0,495.029999
2015-04-16,15:03,roel alleen,1,2015-04-16T13:03:00Z,donderdag,15.05,middag,9.8,10.1,2091,0,1017,508.220001,509.51001,503.850006,504.380005,0,504.380005
2015-04-15,12:56,roel alleen,1,2015-04-15T10:56:00Z,woensdag,12.9333333333333,middag,12.7,12.7,2175,0,1017.2,506.480011,510.350006,505.279999,507.429993,0,507.429993
2015-04-15,12:34,roel alleen,1,2015-04-15T10:34:00Z,woensdag,12.5666666666667,middag,12.7,12.7,2175,0,1017.2,506.480011,510.350006,505.279999,507.429993,0,507.429993
2015-04-15,09:44,roel alleen,1,2015-04-15T07:44:00Z,woensdag,9.73333333333333,ochtend,12.7,12.7,2175,0,1017.2,506.480011,510.350006,505.279999,507.429993,0,507.429993
2015-04-15,09:34,roel alleen,1,2015-04-15T07:34:00Z,woensdag,9.56666666666667,ochtend,12.7,12.7,2175,0,1017.2,506.480011,510.350006,505.279999,507.429993,0,507.429993
2015-04-14,16:10,roel alleen,1,2015-04-14T14:10:00Z,dinsdag,16.1666666666667,middag,10.9,11.6,2144,0,1024.6,507.630005,510.369995,503.839996,505.859985,0,505.859985
2015-04-14,09:15,roel alleen,1,2015-04-14T07:15:00Z,dinsdag,9.25,ochtend,10.9,11.6,2144,0,1024.6,507.630005,510.369995,503.839996,505.859985,0,505.859985
2015-04-14,08:48,roel alleen,1,2015-04-14T06:48:00Z,dinsdag,8.8,ochtend,10.9,11.6,2144,0,1024.6,507.630005,510.369995,503.839996,505.859985,0,505.859985
2015-04-13,18:48,roel alleen,1,2015-04-13T16:48:00Z,maandag,18.8,avond,7.5,9.1,1760,-0.1,1031,507.5,509.640015,505.619995,508.660004,0,508.660004
2015-04-13,13:12,roel alleen,1,2015-04-13T11:12:00Z,maandag,13.2,middag,7.5,9.1,1760,-0.1,1031,507.5,509.640015,505.619995,508.660004,0,508.660004
2015-04-13,10:04,roel alleen,1,2015-04-13T08:04:00Z,maandag,10.0666666666667,ochtend,7.5,9.1,1760,-0.1,1031,507.5,509.640015,505.619995,508.660004,0,508.660004
2015-04-13,09:12,roel alleen,1,2015-04-13T07:12:00Z,maandag,9.2,ochtend,7.5,9.1,1760,-0.1,1031,507.5,509.640015,505.619995,508.660004,0,508.660004
2015-04-12,10:56,roel alleen,1,2015-04-12T08:56:00Z,zondag,10.9333333333333,ochtend,9.6,9.8,1929,0.4,1026.1,NA,NA,NA,NA,NA,NA
2015-04-11,12:24,roel alleen,1,2015-04-11T10:24:00Z,zaterdag,12.4,middag,8.5,4.2,892,4,1018.9,NA,NA,NA,NA,NA,NA
2015-04-11,11:11,roel alleen,1,2015-04-11T09:11:00Z,zaterdag,11.1833333333333,ochtend,8.5,4.2,892,4,1018.9,NA,NA,NA,NA,NA,NA
2015-04-11,09:37,roel alleen,1,2015-04-11T07:37:00Z,zaterdag,9.61666666666667,ochtend,8.5,4.2,892,4,1018.9,NA,NA,NA,NA,NA,NA
2015-04-09,08:54,roel alleen,1,2015-04-09T06:54:00Z,donderdag,8.9,ochtend,8.8,10.4,1837,0,1026.9,499.76001,501.970001,498.540009,501.970001,0,501.970001
2015-04-08,14:57,roel alleen,1,2015-04-08T12:57:00Z,woensdag,14.95,middag,7,6.4,1517,0,1033.8,500.609985,500.869995,496.589996,497.160004,0,497.160004
2015-04-08,13:14,roel alleen,1,2015-04-08T11:14:00Z,woensdag,13.2333333333333,middag,7,6.4,1517,0,1033.8,500.609985,500.869995,496.589996,497.160004,0,497.160004
2015-04-08,09:30,roel alleen,1,2015-04-08T07:30:00Z,woensdag,9.5,ochtend,7,6.4,1517,0,1033.8,500.609985,500.869995,496.589996,497.160004,0,497.160004
2015-04-07,14:43,roel alleen,1,2015-04-07T12:43:00Z,dinsdag,14.7166666666667,middag,5.1,7.3,1583,0,1036.1,496.049988,504.179993,495.859985,503.029999,0,503.029999
2015-04-07,10:12,roel alleen,1,2015-04-07T08:12:00Z,dinsdag,10.2,ochtend,5.1,7.3,1583,0,1036.1,496.049988,504.179993,495.859985,503.029999,0,503.029999
2015-04-05,10:48,roel alleen,1,2015-04-05T08:48:00Z,zondag,10.8,ochtend,4,12.2,1983,0,1027.2,NA,NA,NA,NA,NA,NA
2015-04-05,10:18,roel alleen,1,2015-04-05T08:18:00Z,zondag,10.3,ochtend,4,12.2,1983,0,1027.2,NA,NA,NA,NA,NA,NA
2015-04-04,09:09,roel alleen,1,2015-04-04T07:09:00Z,zaterdag,9.15,ochtend,5,4.1,956,1.9,1021.2,NA,NA,NA,NA,NA,NA
2015-04-04,08:50,roel alleen,1,2015-04-04T06:50:00Z,zaterdag,8.83333333333333,ochtend,5,4.1,956,1.9,1021.2,NA,NA,NA,NA,NA,NA
2015-04-03,11:29,roel alleen,1,2015-04-03T09:29:00Z,vrijdag,11.4833333333333,ochtend,6.3,1.3,928,-0.1,1019.4,NA,NA,NA,NA,NA,NA
2015-04-02,15:58,roel alleen,1,2015-04-02T13:58:00Z,donderdag,15.9666666666667,middag,6,8,1721,3.3,1018.2,491.01001,493.140015,489.910004,492.380005,0,492.380005
2015-04-01,13:34,roel alleen,1,2015-04-01T11:34:00Z,woensdag,13.5666666666667,middag,6.8,5.9,1191,2.3,1016.5,486.839996,494.799988,485.829987,490.040009,0,490.040009
2015-04-01,09:31,roel alleen,1,2015-04-01T07:31:00Z,woensdag,9.51666666666667,ochtend,6.8,5.9,1191,2.3,1016.5,486.839996,494.799988,485.829987,490.040009,0,490.040009
2015-03-31,14:26,roel alleen,1,2015-03-31T12:26:00Z,dinsdag,14.4333333333333,middag,8.6,6.6,1468,10.9,1001.4,495.119995,496.269989,487.570007,489.410004,0,489.410004
2015-03-31,10:37,roel alleen,1,2015-03-31T08:37:00Z,dinsdag,10.6166666666667,ochtend,8.6,6.6,1468,10.9,1001.4,495.119995,496.269989,487.570007,489.410004,0,489.410004
2015-03-31,10:23,roel alleen,1,2015-03-31T08:23:00Z,dinsdag,10.3833333333333,ochtend,8.6,6.6,1468,10.9,1001.4,495.119995,496.269989,487.570007,489.410004,0,489.410004
2015-03-30,13:38,roel alleen,1,2015-03-30T11:38:00Z,maandag,13.6333333333333,middag,7.2,7.2,1348,7.2,1003.7,489.529999,495.029999,488.589996,494.690002,0,494.690002
2015-03-30,11:04,roel alleen,1,2015-03-30T09:04:00Z,maandag,11.0666666666667,ochtend,7.2,7.2,1348,7.2,1003.7,489.529999,495.029999,488.589996,494.690002,0,494.690002
2015-03-30,09:08,roel alleen,1,2015-03-30T07:08:00Z,maandag,9.13333333333333,ochtend,7.2,7.2,1348,7.2,1003.7,489.529999,495.029999,488.589996,494.690002,0,494.690002
2015-03-28,13:14,roel alleen,1,2015-03-28T12:14:00Z,zaterdag,13.2333333333333,middag,7.5,0,351,1.6,1012.8,NA,NA,NA,NA,NA,NA
2015-03-28,11:13,roel alleen,1,2015-03-28T10:13:00Z,zaterdag,11.2166666666667,ochtend,7.5,0,351,1.6,1012.8,NA,NA,NA,NA,NA,NA
2015-03-27,16:03,roel alleen,1,2015-03-27T15:03:00Z,vrijdag,16.05,middag,5.8,5.3,1175,0,1017.9,488.399994,488.600006,483.440002,485.730011,0,485.730011
2015-03-27,13:37,roel alleen,1,2015-03-27T12:37:00Z,vrijdag,13.6166666666667,middag,5.8,5.3,1175,0,1017.9,488.399994,488.600006,483.440002,485.730011,0,485.730011
2015-03-27,12:36,roel alleen,1,2015-03-27T11:36:00Z,vrijdag,12.6,middag,5.8,5.3,1175,0,1017.9,488.399994,488.600006,483.440002,485.730011,0,485.730011
2015-03-27,09:10,roel alleen,1,2015-03-27T08:10:00Z,vrijdag,9.16666666666667,ochtend,5.8,5.3,1175,0,1017.9,488.399994,488.600006,483.440002,485.730011,0,485.730011
2015-03-27,09:00,roel alleen,1,2015-03-27T08:00:00Z,vrijdag,9,ochtend,5.8,5.3,1175,0,1017.9,488.399994,488.600006,483.440002,485.730011,0,485.730011
2015-03-26,19:06,roel alleen,1,2015-03-26T18:06:00Z,donderdag,19.1,avond,5,1,495,6.8,1006.3,486.279999,487.480011,480.959991,486.369995,0,486.369995
2015-03-26,14:07,roel alleen,1,2015-03-26T13:07:00Z,donderdag,14.1166666666667,middag,5,1,495,6.8,1006.3,486.279999,487.480011,480.959991,486.369995,0,486.369995
2015-03-26,12:46,roel alleen,1,2015-03-26T11:46:00Z,donderdag,12.7666666666667,middag,5,1,495,6.8,1006.3,486.279999,487.480011,480.959991,486.369995,0,486.369995
2015-03-26,10:46,roel alleen,1,2015-03-26T09:46:00Z,donderdag,10.7666666666667,ochtend,5,1,495,6.8,1006.3,486.279999,487.480011,480.959991,486.369995,0,486.369995
2015-03-25,16:34,roel alleen,1,2015-03-25T15:34:00Z,woensdag,16.5666666666667,middag,6,0.1,509,5.6,1008.2,497.350006,499.679993,490.920013,491.640015,0,491.640015
2015-03-25,14:43,roel alleen,1,2015-03-25T13:43:00Z,woensdag,14.7166666666667,middag,6,0.1,509,5.6,1008.2,497.350006,499.679993,490.920013,491.640015,0,491.640015
