"","datum","tijd","Roelalleen","Drealleen","samen","cat","datetime","counter"
"319",2015-01-14,"14:38",1,0,0,"roel alleen",2015-01-14 14:38:00,1
"320",2015-01-14,"09:14",1,0,0,"roel alleen",2015-01-14 09:14:00,1
"321",2015-01-13,"11:23",1,0,0,"roel alleen",2015-01-13 11:23:00,1
"322",2015-01-13,"08:54",1,0,0,"roel alleen",2015-01-13 08:54:00,1
"323",2015-01-12,"13:28",1,0,0,"roel alleen",2015-01-12 13:28:00,1
"324",2015-01-12,"13:04",1,0,0,"roel alleen",2015-01-12 13:04:00,1
"325",2015-01-12,"09:48",1,0,0,"roel alleen",2015-01-12 09:48:00,1
"326",2015-01-12,"09:05",1,0,0,"roel alleen",2015-01-12 09:05:00,1
"327",2015-01-11,"10:57",1,0,0,"roel alleen",2015-01-11 10:57:00,1
"328",2015-01-11,"10:38",1,0,0,"roel alleen",2015-01-11 10:38:00,1
"329",2015-01-11,"08:51",1,0,0,"roel alleen",2015-01-11 08:51:00,1
"330",2015-01-10,"17:03",1,0,0,"roel alleen",2015-01-10 17:03:00,1
"331",2015-01-10,"10:57",1,0,0,"roel alleen",2015-01-10 10:57:00,1
"332",2015-01-10,"10:45",1,0,0,"roel alleen",2015-01-10 10:45:00,1
"333",2015-01-09,"14:17",1,0,0,"roel alleen",2015-01-09 14:17:00,1
"334",2015-01-09,"09:14",1,0,0,"roel alleen",2015-01-09 09:14:00,1
"335",2015-01-09,"09:14",1,0,0,"roel alleen",2015-01-09 09:14:00,1
"336",2015-01-08,"12:46",1,0,0,"roel alleen",2015-01-08 12:46:00,1
"337",2015-01-08,"12:29",1,0,0,"roel alleen",2015-01-08 12:29:00,1
"338",2015-01-08,"10:08",1,0,0,"roel alleen",2015-01-08 10:08:00,1
"339",2015-01-07,"13:35",1,0,0,"roel alleen",2015-01-07 13:35:00,1
"340",2015-01-07,"10:01",1,0,0,"roel alleen",2015-01-07 10:01:00,1
"341",2015-01-07,"09:26",1,0,0,"roel alleen",2015-01-07 09:26:00,1
"342",2015-01-06,"14:25",1,0,0,"roel alleen",2015-01-06 14:25:00,1
"343",2015-01-06,"09:27",1,0,0,"roel alleen",2015-01-06 09:27:00,1
"344",2015-01-05,"15:27",1,0,0,"roel alleen",2015-01-05 15:27:00,1
"345",2015-01-05,"12:56",1,0,0,"roel alleen",2015-01-05 12:56:00,1
"346",2015-01-05,"10:37",1,0,0,"roel alleen",2015-01-05 10:37:00,1
"347",2015-01-05,"09:14",1,0,0,"roel alleen",2015-01-05 09:14:00,1
"348",2015-01-04,"16:16",1,0,0,"roel alleen",2015-01-04 16:16:00,1
"349",2015-01-04,"15:42",1,0,0,"roel alleen",2015-01-04 15:42:00,1
"350",2015-01-04,"11:06",1,0,0,"roel alleen",2015-01-04 11:06:00,1
"351",2015-01-04,"11:06",1,0,0,"roel alleen",2015-01-04 11:06:00,1
"352",2015-01-03,"10:55",1,0,0,"roel alleen",2015-01-03 10:55:00,1
"353",2015-01-02,"15:31",1,0,0,"roel alleen",2015-01-02 15:31:00,1
"354",2015-01-02,"11:20",1,0,0,"roel alleen",2015-01-02 11:20:00,1
"355",2015-01-01,"16:05",1,0,0,"roel alleen",2015-01-01 16:05:00,1
"356",2015-01-01,"15:39",1,0,0,"roel alleen",2015-01-01 15:39:00,1
"357",2014-12-31,"20:04",1,0,0,"roel alleen",2014-12-31 20:04:00,1
"358",2014-12-31,"15:40",1,0,0,"roel alleen",2014-12-31 15:40:00,1
"359",2014-12-31,"13:53",1,0,0,"roel alleen",2014-12-31 13:53:00,1
"360",2014-12-31,"09:41",1,0,0,"roel alleen",2014-12-31 09:41:00,1
"361",2014-12-30,"15:15",1,0,0,"roel alleen",2014-12-30 15:15:00,1
"362",2014-12-30,"10:26",1,0,0,"roel alleen",2014-12-30 10:26:00,1
"363",2014-12-30,"10:06",1,0,0,"roel alleen",2014-12-30 10:06:00,1
"364",2014-12-29,"15:01",1,0,0,"roel alleen",2014-12-29 15:01:00,1
"365",2014-12-29,"09:48",1,0,0,"roel alleen",2014-12-29 09:48:00,1
"366",2014-12-29,"09:30",1,0,0,"roel alleen",2014-12-29 09:30:00,1
"367",2014-12-28,"15:28",1,0,0,"roel alleen",2014-12-28 15:28:00,1
"368",2014-12-28,"15:13",1,0,0,"roel alleen",2014-12-28 15:13:00,1
"369",2014-12-28,"10:57",1,0,0,"roel alleen",2014-12-28 10:57:00,1
"370",2014-12-28,"10:43",1,0,0,"roel alleen",2014-12-28 10:43:00,1
"371",2014-12-27,"12:47",1,0,0,"roel alleen",2014-12-27 12:47:00,1
"372",2014-12-27,"12:40",1,0,0,"roel alleen",2014-12-27 12:40:00,1
"373",2014-12-27,"12:18",1,0,0,"roel alleen",2014-12-27 12:18:00,1
"374",2014-12-26,"23:00",1,0,0,"roel alleen",2014-12-26 23:00:00,1
"375",2014-12-26,"15:21",1,0,0,"roel alleen",2014-12-26 15:21:00,1
"376",2014-12-26,"14:59",1,0,0,"roel alleen",2014-12-26 14:59:00,1
"377",2014-12-26,"12:28",1,0,0,"roel alleen",2014-12-26 12:28:00,1
"378",2014-12-26,"11:59",1,0,0,"roel alleen",2014-12-26 11:59:00,1
"379",2014-12-25,"21:34",1,0,0,"roel alleen",2014-12-25 21:34:00,1
"380",2014-12-25,"16:16",1,0,0,"roel alleen",2014-12-25 16:16:00,1
"381",2014-12-25,"16:06",1,0,0,"roel alleen",2014-12-25 16:06:00,1
"382",2014-12-25,"11:25",1,0,0,"roel alleen",2014-12-25 11:25:00,1
"383",2014-12-25,"11:06",1,0,0,"roel alleen",2014-12-25 11:06:00,1
"384",2014-12-24,"13:32",1,0,0,"roel alleen",2014-12-24 13:32:00,1
"385",2014-12-24,"09:21",1,0,0,"roel alleen",2014-12-24 09:21:00,1
"386",2014-12-23,"20:54",1,0,0,"roel alleen",2014-12-23 20:54:00,1
"387",2014-12-23,"13:49",1,0,0,"roel alleen",2014-12-23 13:49:00,1
"388",2014-12-23,"10:54",1,0,0,"roel alleen",2014-12-23 10:54:00,1
"389",2014-12-23,"09:41",1,0,0,"roel alleen",2014-12-23 09:41:00,1
"390",2014-12-22,"09:16",1,0,0,"roel alleen",2014-12-22 09:16:00,1
"391",2014-12-21,"15:37",1,0,0,"roel alleen",2014-12-21 15:37:00,1
"392",2014-12-21,"15:16",1,0,0,"roel alleen",2014-12-21 15:16:00,1
"393",2014-12-21,"11:11",1,0,0,"roel alleen",2014-12-21 11:11:00,1
"394",2014-12-20,"15:23",1,0,0,"roel alleen",2014-12-20 15:23:00,1
"395",2014-12-20,"15:20",1,0,0,"roel alleen",2014-12-20 15:20:00,1
"396",2014-12-20,"10:54",1,0,0,"roel alleen",2014-12-20 10:54:00,1
"397",2014-12-20,"10:46",1,0,0,"roel alleen",2014-12-20 10:46:00,1
"398",2014-12-19,"13:10",1,0,0,"roel alleen",2014-12-19 13:10:00,1
"399",2014-12-19,"09:09",1,0,0,"roel alleen",2014-12-19 09:09:00,1
"400",2014-12-18,"21:59",1,0,0,"roel alleen",2014-12-18 21:59:00,1
"401",2014-12-18,"16:11",1,0,0,"roel alleen",2014-12-18 16:11:00,1
"402",2014-12-18,"11:35",1,0,0,"roel alleen",2014-12-18 11:35:00,1
"403",2014-12-17,"20:25",1,0,0,"roel alleen",2014-12-17 20:25:00,1
"404",2014-12-17,"09:45",1,0,0,"roel alleen",2014-12-17 09:45:00,1
"405",2014-12-17,"09:45",1,0,0,"roel alleen",2014-12-17 09:45:00,1
"406",2014-12-16,"10:05",1,0,0,"roel alleen",2014-12-16 10:05:00,1
"407",2014-12-16,"10:05",1,0,0,"roel alleen",2014-12-16 10:05:00,1
"408",2014-12-12,"10:23",1,0,0,"roel alleen",2014-12-12 10:23:00,1
"409",2014-12-12,"10:07",1,0,0,"roel alleen",2014-12-12 10:07:00,1
"410",2014-12-11,"10:21",1,0,0,"roel alleen",2014-12-11 10:21:00,1
"411",2014-12-10,"16:31",1,0,0,"roel alleen",2014-12-10 16:31:00,1
"412",2014-12-10,"12:35",1,0,0,"roel alleen",2014-12-10 12:35:00,1
"413",2014-12-10,"12:29",1,0,0,"roel alleen",2014-12-10 12:29:00,1
"414",2014-12-10,"10:15",1,0,0,"roel alleen",2014-12-10 10:15:00,1
"415",2014-12-10,"08:12",1,0,0,"roel alleen",2014-12-10 08:12:00,1
"416",2014-12-10,"06:55",1,0,0,"roel alleen",2014-12-10 06:55:00,1
"417",2014-12-09,"15:14",1,0,0,"roel alleen",2014-12-09 15:14:00,1
"418",2014-12-09,"13:01",1,0,0,"roel alleen",2014-12-09 13:01:00,1
"419",2014-12-09,"09:56",1,0,0,"roel alleen",2014-12-09 09:56:00,1
"420",2014-12-09,"08:32",1,0,0,"roel alleen",2014-12-09 08:32:00,1
"421",2014-12-08,"13:27",1,0,0,"roel alleen",2014-12-08 13:27:00,1
"422",2014-12-08,"09:57",1,0,0,"roel alleen",2014-12-08 09:57:00,1
"423",2014-12-07,"15:29",1,0,0,"roel alleen",2014-12-07 15:29:00,1
"424",2014-12-07,"11:26",1,0,0,"roel alleen",2014-12-07 11:26:00,1
"425",2014-12-07,"11:00",1,0,0,"roel alleen",2014-12-07 11:00:00,1
"426",2014-12-06,"16:08",1,0,0,"roel alleen",2014-12-06 16:08:00,1
"427",2014-12-06,"16:08",1,0,0,"roel alleen",2014-12-06 16:08:00,1
"428",2014-12-06,"15:03",1,0,0,"roel alleen",2014-12-06 15:03:00,1
"429",2014-12-06,"14:59",1,0,0,"roel alleen",2014-12-06 14:59:00,1
"430",2014-12-06,"11:39",1,0,0,"roel alleen",2014-12-06 11:39:00,1
"431",2014-12-05,"12:22",1,0,0,"roel alleen",2014-12-05 12:22:00,1
"432",2014-12-05,"10:21",1,0,0,"roel alleen",2014-12-05 10:21:00,1
"433",2014-12-05,"08:33",1,0,0,"roel alleen",2014-12-05 08:33:00,1
"434",2014-12-04,"13:44",1,0,0,"roel alleen",2014-12-04 13:44:00,1
"435",2014-12-03,"13:56",1,0,0,"roel alleen",2014-12-03 13:56:00,1
"436",2014-12-03,"11:13",1,0,0,"roel alleen",2014-12-03 11:13:00,1
"437",2014-12-03,"11:13",1,0,0,"roel alleen",2014-12-03 11:13:00,1
"438",2014-12-03,"08:43",1,0,0,"roel alleen",2014-12-03 08:43:00,1
"439",2014-12-02,"13:25",1,0,0,"roel alleen",2014-12-02 13:25:00,1
"440",2014-12-02,"09:10",1,0,0,"roel alleen",2014-12-02 09:10:00,1
"441",2014-12-01,"13:04",1,0,0,"roel alleen",2014-12-01 13:04:00,1
"442",2014-12-01,"12:01",1,0,0,"roel alleen",2014-12-01 12:01:00,1
"443",2014-12-01,"09:53",1,0,0,"roel alleen",2014-12-01 09:53:00,1
"444",2014-11-30,"11:42",1,0,0,"roel alleen",2014-11-30 11:42:00,1
"445",2014-11-30,"10:59",1,0,0,"roel alleen",2014-11-30 10:59:00,1
"446",2014-11-30,"10:00",1,0,0,"roel alleen",2014-11-30 10:00:00,1
"447",2014-11-29,"19:59",1,0,0,"roel alleen",2014-11-29 19:59:00,1
"448",2014-11-29,"11:01",1,0,0,"roel alleen",2014-11-29 11:01:00,1
"449",2014-11-28,"15:00",1,0,0,"roel alleen",2014-11-28 15:00:00,1
"450",2014-11-28,"11:17",1,0,0,"roel alleen",2014-11-28 11:17:00,1
"451",2014-11-27,"14:22",1,0,0,"roel alleen",2014-11-27 14:22:00,1
"452",2014-11-27,"13:17",1,0,0,"roel alleen",2014-11-27 13:17:00,1
"453",2014-11-27,"10:05",1,0,0,"roel alleen",2014-11-27 10:05:00,1
"454",2014-11-26,"15:59",1,0,0,"roel alleen",2014-11-26 15:59:00,1
"455",2014-11-26,"13:09",1,0,0,"roel alleen",2014-11-26 13:09:00,1
"456",2014-11-26,"11:02",1,0,0,"roel alleen",2014-11-26 11:02:00,1
"457",2014-11-26,"07:29",1,0,0,"roel alleen",2014-11-26 07:29:00,1
"458",2014-11-25,"13:23",1,0,0,"roel alleen",2014-11-25 13:23:00,1
"459",2014-11-25,"09:14",1,0,0,"roel alleen",2014-11-25 09:14:00,1
"460",2014-11-24,"15:29",1,0,0,"roel alleen",2014-11-24 15:29:00,1
"461",2014-11-24,"10:58",1,0,0,"roel alleen",2014-11-24 10:58:00,1
"462",2014-11-24,"10:48",1,0,0,"roel alleen",2014-11-24 10:48:00,1
"463",2014-11-24,"09:10",1,0,0,"roel alleen",2014-11-24 09:10:00,1
"464",2014-11-23,"13:29",1,0,0,"roel alleen",2014-11-23 13:29:00,1
"465",2014-11-23,"10:15",1,0,0,"roel alleen",2014-11-23 10:15:00,1
"466",2014-11-22,"16:12",1,0,0,"roel alleen",2014-11-22 16:12:00,1
"467",2014-11-22,"10:15",1,0,0,"roel alleen",2014-11-22 10:15:00,1
"468",2014-11-22,"09:59",1,0,0,"roel alleen",2014-11-22 09:59:00,1
"469",2014-11-21,"13:14",1,0,0,"roel alleen",2014-11-21 13:14:00,1
"470",2014-11-21,"10:01",1,0,0,"roel alleen",2014-11-21 10:01:00,1
"471",2014-11-20,"16:02",1,0,0,"roel alleen",2014-11-20 16:02:00,1
"472",2014-11-20,"09:33",1,0,0,"roel alleen",2014-11-20 09:33:00,1
"473",2014-11-19,"16:09",1,0,0,"roel alleen",2014-11-19 16:09:00,1
"474",2014-11-19,"13:21",1,0,0,"roel alleen",2014-11-19 13:21:00,1
"475",2014-11-19,"09:16",1,0,0,"roel alleen",2014-11-19 09:16:00,1
"476",2014-11-18,"09:42",1,0,0,"roel alleen",2014-11-18 09:42:00,1
"477",2014-11-17,"10:35",1,0,0,"roel alleen",2014-11-17 10:35:00,1
"478",2014-11-17,"09:21",1,0,0,"roel alleen",2014-11-17 09:21:00,1
"479",2014-11-15,"11:13",1,0,0,"roel alleen",2014-11-15 11:13:00,1
"480",2014-11-14,"10:59",1,0,0,"roel alleen",2014-11-14 10:59:00,1
"481",2014-11-14,"09:27",1,0,0,"roel alleen",2014-11-14 09:27:00,1
"482",2014-11-13,"09:20",1,0,0,"roel alleen",2014-11-13 09:20:00,1
"483",2015-06-04,"16:00",0,0,1,"Samen",2015-06-04 16:00:00,1
"484",2015-06-01,"15:34",0,0,1,"Samen",2015-06-01 15:34:00,1
"485",2015-06-01,"15:13",0,0,1,"Samen",2015-06-01 15:13:00,1
"486",2015-05-28,"10:47",0,0,1,"Samen",2015-05-28 10:47:00,1
"487",2015-05-28,"10:40",0,0,1,"Samen",2015-05-28 10:40:00,1
"488",2015-05-27,"11:11",0,0,1,"Samen",2015-05-27 11:11:00,1
"489",2015-05-22,"16:13",0,0,1,"Samen",2015-05-22 16:13:00,1
"490",2015-05-21,"14:13",0,0,1,"Samen",2015-05-21 14:13:00,1
"491",2015-05-19,"15:09",0,0,1,"Samen",2015-05-19 15:09:00,1
"492",2015-05-18,"15:44",0,0,1,"Samen",2015-05-18 15:44:00,1
"493",2015-05-11,"18:46",0,0,1,"Samen",2015-05-11 18:46:00,1
"494",2015-05-08,"07:57",0,0,1,"Samen",2015-05-08 07:57:00,1
"495",2015-05-07,"15:31",0,0,1,"Samen",2015-05-07 15:31:00,1
"496",2015-05-07,"07:45",0,0,1,"Samen",2015-05-07 07:45:00,1
"497",2015-05-06,"08:13",0,0,1,"Samen",2015-05-06 08:13:00,1
"498",2015-05-05,"08:51",0,0,1,"Samen",2015-05-05 08:51:00,1
"499",2015-05-05,"08:18",0,0,1,"Samen",2015-05-05 08:18:00,1
"500",2015-05-04,"08:00",0,0,1,"Samen",2015-05-04 08:00:00,1
"501",2015-05-01,"08:01",0,0,1,"Samen",2015-05-01 08:01:00,1
"502",2015-04-30,"12:03",0,0,1,"Samen",2015-04-30 12:03:00,1
"503",2015-04-30,"07:49",0,0,1,"Samen",2015-04-30 07:49:00,1
"504",2015-04-30,"07:27",0,0,1,"Samen",2015-04-30 07:27:00,1
"505",2015-04-29,"07:48",0,0,1,"Samen",2015-04-29 07:48:00,1
"506",2015-04-28,"07:46",0,0,1,"Samen",2015-04-28 07:46:00,1
"507",2015-04-24,"08:00",0,0,1,"Samen",2015-04-24 08:00:00,1
"508",2015-04-23,"07:45",0,0,1,"Samen",2015-04-23 07:45:00,1
"509",2015-04-22,"15:11",0,0,1,"Samen",2015-04-22 15:11:00,1
"510",2015-04-22,"07:54",0,0,1,"Samen",2015-04-22 07:54:00,1
"511",2015-04-21,"07:30",0,0,1,"Samen",2015-04-21 07:30:00,1
"512",2015-04-20,"07:34",0,0,1,"Samen",2015-04-20 07:34:00,1
"513",2015-04-20,"07:19",0,0,1,"Samen",2015-04-20 07:19:00,1
"514",2015-04-17,"15:34",0,0,1,"Samen",2015-04-17 15:34:00,1
"515",2015-04-16,"11:10",0,0,1,"Samen",2015-04-16 11:10:00,1
"516",2015-04-16,"09:14",0,0,1,"Samen",2015-04-16 09:14:00,1
"517",2015-04-12,"11:29",0,0,1,"Samen",2015-04-12 11:29:00,1
"518",2015-04-12,"11:11",0,0,1,"Samen",2015-04-12 11:11:00,1
"519",2015-04-02,"09:52",0,0,1,"Samen",2015-04-02 09:52:00,1
"520",2015-04-02,"09:36",0,0,1,"Samen",2015-04-02 09:36:00,1
"521",2015-04-01,"10:23",0,0,1,"Samen",2015-04-01 10:23:00,1
"522",2015-03-20,"15:11",0,0,1,"Samen",2015-03-20 15:11:00,1
"523",2015-03-17,"15:26",0,0,1,"Samen",2015-03-17 15:26:00,1
"524",2015-03-15,"12:27",0,0,1,"Samen",2015-03-15 12:27:00,1
"525",2015-03-15,"11:23",0,0,1,"Samen",2015-03-15 11:23:00,1
"526",2015-03-14,"12:35",0,0,1,"Samen",2015-03-14 12:35:00,1
"527",2015-03-12,"10:53",0,0,1,"Samen",2015-03-12 10:53:00,1
"528",2015-03-10,"14:51",0,0,1,"Samen",2015-03-10 14:51:00,1
"529",2015-03-09,"13:04",0,0,1,"Samen",2015-03-09 13:04:00,1
"530",2015-03-05,"09:52",0,0,1,"Samen",2015-03-05 09:52:00,1
"531",2015-03-02,"15:41",0,0,1,"Samen",2015-03-02 15:41:00,1
"532",2015-02-20,"09:45",0,0,1,"Samen",2015-02-20 09:45:00,1
"533",2015-02-13,"10:02",0,0,1,"Samen",2015-02-13 10:02:00,1
"534",2015-02-12,"10:32",0,0,1,"Samen",2015-02-12 10:32:00,1
"535",2015-02-12,"08:27",0,0,1,"Samen",2015-02-12 08:27:00,1
"536",2015-02-11,"10:59",0,0,1,"Samen",2015-02-11 10:59:00,1
"537",2015-02-11,"10:45",0,0,1,"Samen",2015-02-11 10:45:00,1
"538",2015-02-02,"15:08",0,0,1,"Samen",2015-02-02 15:08:00,1
"539",2015-01-30,"13:17",0,0,1,"Samen",2015-01-30 13:17:00,1
"540",2015-01-27,"15:08",0,0,1,"Samen",2015-01-27 15:08:00,1
"541",2015-01-27,"11:14",0,0,1,"Samen",2015-01-27 11:14:00,1
"542",2015-01-26,"15:37",0,0,1,"Samen",2015-01-26 15:37:00,1
"543",2015-01-26,"10:28",0,0,1,"Samen",2015-01-26 10:28:00,1
"544",2015-01-23,"16:32",0,0,1,"Samen",2015-01-23 16:32:00,1
"545",2015-01-22,"13:19",0,0,1,"Samen",2015-01-22 13:19:00,1
"546",2015-01-21,"11:25",0,0,1,"Samen",2015-01-21 11:25:00,1
"547",2015-01-20,"13:52",0,0,1,"Samen",2015-01-20 13:52:00,1
"548",2015-01-16,"16:14",0,0,1,"Samen",2015-01-16 16:14:00,1
"549",2015-01-16,"09:23",0,0,1,"Samen",2015-01-16 09:23:00,1
"550",2015-01-15,"15:29",0,0,1,"Samen",2015-01-15 15:29:00,1
"551",2015-01-15,"10:18",0,0,1,"Samen",2015-01-15 10:18:00,1
"552",2015-01-14,"10:03",0,0,1,"Samen",2015-01-14 10:03:00,1
"553",2015-01-13,"09:43",0,0,1,"Samen",2015-01-13 09:43:00,1
"554",2015-01-13,"09:43",0,0,1,"Samen",2015-01-13 09:43:00,1
"555",2015-01-12,"15:25",0,0,1,"Samen",2015-01-12 15:25:00,1
"556",2015-01-12,"11:46",0,0,1,"Samen",2015-01-12 11:46:00,1
"557",2015-01-09,"11:38",0,0,1,"Samen",2015-01-09 11:38:00,1
"558",2015-01-07,"11:33",0,0,1,"Samen",2015-01-07 11:33:00,1
"559",2015-01-06,"11:08",0,0,1,"Samen",2015-01-06 11:08:00,1
"560",2015-01-01,"11:50",0,0,1,"Samen",2015-01-01 11:50:00,1
"561",2014-12-31,"19:26",0,0,1,"Samen",2014-12-31 19:26:00,1
"562",2014-12-23,"15:52",0,0,1,"Samen",2014-12-23 15:52:00,1
"563",2014-12-22,"14:57",0,0,1,"Samen",2014-12-22 14:57:00,1
"564",2014-12-22,"11:23",0,0,1,"Samen",2014-12-22 11:23:00,1
"565",2014-12-19,"10:18",0,0,1,"Samen",2014-12-19 10:18:00,1
"566",2014-12-18,"09:59",0,0,1,"Samen",2014-12-18 09:59:00,1
"567",2014-12-17,"13:15",0,0,1,"Samen",2014-12-17 13:15:00,1
"568",2014-12-05,"14:55",0,0,1,"Samen",2014-12-05 14:55:00,1
"569",2014-12-04,"09:06",0,0,1,"Samen",2014-12-04 09:06:00,1
"570",2014-12-01,"15:50",0,0,1,"Samen",2014-12-01 15:50:00,1
"571",2014-11-28,"09:14",0,0,1,"Samen",2014-11-28 09:14:00,1
"572",2014-11-25,"15:23",0,0,1,"Samen",2014-11-25 15:23:00,1
"573",2014-11-21,"11:00",0,0,1,"Samen",2014-11-21 11:00:00,1
"574",2014-11-20,"11:13",0,0,1,"Samen",2014-11-20 11:13:00,1
"575",2014-11-18,"15:30",0,0,1,"Samen",2014-11-18 15:30:00,1
"576",2014-11-17,"14:41",0,0,1,"Samen",2014-11-17 14:41:00,1
"577",2014-11-14,"15:20",0,0,1,"Samen",2014-11-14 15:20:00,1
"578",2014-11-13,"12:09",0,0,1,"Samen",2014-11-13 12:09:00,1
"579",2015-01-16,"09:24",0,1,0,"Dre alleen",2015-01-16 09:24:00,1
"580",2015-01-15,"10:34",0,1,0,"Dre alleen",2015-01-15 10:34:00,1
"581",2015-01-14,"10:06",0,1,0,"Dre alleen",2015-01-14 10:06:00,1
"582",2015-01-13,"11:17",0,1,0,"Dre alleen",2015-01-13 11:17:00,1
"583",2015-01-13,"09:51",0,1,0,"Dre alleen",2015-01-13 09:51:00,1
"584",2015-01-13,"09:17",0,1,0,"Dre alleen",2015-01-13 09:17:00,1
"585",2015-01-12,"15:15",0,1,0,"Dre alleen",2015-01-12 15:15:00,1
"586",2015-01-12,"08:54",0,1,0,"Dre alleen",2015-01-12 08:54:00,1
"587",2015-01-12,"06:54",0,1,0,"Dre alleen",2015-01-12 06:54:00,1
"588",2015-01-11,"11:47",0,1,0,"Dre alleen",2015-01-11 11:47:00,1
"589",2015-01-10,"13:48",0,1,0,"Dre alleen",2015-01-10 13:48:00,1
"590",2015-01-10,"11:23",0,1,0,"Dre alleen",2015-01-10 11:23:00,1
"591",2015-01-09,"11:56",0,1,0,"Dre alleen",2015-01-09 11:56:00,1
"592",2015-01-09,"09:37",0,1,0,"Dre alleen",2015-01-09 09:37:00,1
"593",2015-01-09,"08:50",0,1,0,"Dre alleen",2015-01-09 08:50:00,1
"594",2015-01-08,"12:10",0,1,0,"Dre alleen",2015-01-08 12:10:00,1
"595",2015-01-07,"10:29",0,1,0,"Dre alleen",2015-01-07 10:29:00,1
"596",2015-01-07,"09:09",0,1,0,"Dre alleen",2015-01-07 09:09:00,1
"597",2015-01-06,"11:06",0,1,0,"Dre alleen",2015-01-06 11:06:00,1
"598",2015-01-05,"08:44",0,1,0,"Dre alleen",2015-01-05 08:44:00,1
"599",2015-01-05,"07:18",0,1,0,"Dre alleen",2015-01-05 07:18:00,1
"600",2015-01-04,"15:38",0,1,0,"Dre alleen",2015-01-04 15:38:00,1
"601",2015-01-04,"11:31",0,1,0,"Dre alleen",2015-01-04 11:31:00,1
"602",2015-01-04,"10:41",0,1,0,"Dre alleen",2015-01-04 10:41:00,1
"603",2015-01-01,"11:50",0,1,0,"Dre alleen",2015-01-01 11:50:00,1
"604",2014-12-31,"19:27",0,1,0,"Dre alleen",2014-12-31 19:27:00,1
"605",2014-12-31,"13:00",0,1,0,"Dre alleen",2014-12-31 13:00:00,1
"606",2014-12-31,"12:23",0,1,0,"Dre alleen",2014-12-31 12:23:00,1
"607",2014-12-29,"11:32",0,1,0,"Dre alleen",2014-12-29 11:32:00,1
"608",2014-12-29,"11:02",0,1,0,"Dre alleen",2014-12-29 11:02:00,1
"609",2014-12-28,"11:41",0,1,0,"Dre alleen",2014-12-28 11:41:00,1
"610",2014-12-28,"11:11",0,1,0,"Dre alleen",2014-12-28 11:11:00,1
"611",2014-12-27,"14:29",0,1,0,"Dre alleen",2014-12-27 14:29:00,1
"612",2014-12-26,"15:46",0,1,0,"Dre alleen",2014-12-26 15:46:00,1
"613",2014-12-26,"10:55",0,1,0,"Dre alleen",2014-12-26 10:55:00,1
"614",2014-12-25,"13:30",0,1,0,"Dre alleen",2014-12-25 13:30:00,1
"615",2014-12-25,"12:57",0,1,0,"Dre alleen",2014-12-25 12:57:00,1
"616",2014-12-23,"16:11",0,1,0,"Dre alleen",2014-12-23 16:11:00,1
"617",2014-12-23,"09:37",0,1,0,"Dre alleen",2014-12-23 09:37:00,1
"618",2014-12-23,"09:37",0,1,0,"Dre alleen",2014-12-23 09:37:00,1
"619",2014-12-22,"14:51",0,1,0,"Dre alleen",2014-12-22 14:51:00,1
"620",2014-12-22,"11:23",0,1,0,"Dre alleen",2014-12-22 11:23:00,1
"621",2014-12-21,"12:48",0,1,0,"Dre alleen",2014-12-21 12:48:00,1
"622",2014-12-21,"10:11",0,1,0,"Dre alleen",2014-12-21 10:11:00,1
"623",2014-12-20,"11:30",0,1,0,"Dre alleen",2014-12-20 11:30:00,1
"624",2014-12-20,"11:30",0,1,0,"Dre alleen",2014-12-20 11:30:00,1
"625",2014-12-20,"09:30",0,1,0,"Dre alleen",2014-12-20 09:30:00,1
"626",2014-12-19,"09:44",0,1,0,"Dre alleen",2014-12-19 09:44:00,1
"627",2014-12-19,"07:28",0,1,0,"Dre alleen",2014-12-19 07:28:00,1
"628",2014-12-18,"09:43",0,1,0,"Dre alleen",2014-12-18 09:43:00,1
"629",2014-12-18,"07:32",0,1,0,"Dre alleen",2014-12-18 07:32:00,1
"630",2014-12-17,"13:10",0,1,0,"Dre alleen",2014-12-17 13:10:00,1
"631",2014-12-17,"07:15",0,1,0,"Dre alleen",2014-12-17 07:15:00,1
"632",2014-12-16,"11:08",0,1,0,"Dre alleen",2014-12-16 11:08:00,1
"633",2014-12-16,"06:34",0,1,0,"Dre alleen",2014-12-16 06:34:00,1
"634",2014-12-15,"08:47",0,1,0,"Dre alleen",2014-12-15 08:47:00,1
"635",2014-12-12,"11:30",0,1,0,"Dre alleen",2014-12-12 11:30:00,1
"636",2014-12-11,"13:38",0,1,0,"Dre alleen",2014-12-11 13:38:00,1
"637",2014-12-11,"11:15",0,1,0,"Dre alleen",2014-12-11 11:15:00,1
"638",2014-12-10,"10:47",0,1,0,"Dre alleen",2014-12-10 10:47:00,1
"639",2014-12-10,"10:16",0,1,0,"Dre alleen",2014-12-10 10:16:00,1
"640",2014-12-07,"11:42",0,1,0,"Dre alleen",2014-12-07 11:42:00,1
"641",2014-12-07,"11:17",0,1,0,"Dre alleen",2014-12-07 11:17:00,1
"642",2014-12-05,"10:08",0,1,0,"Dre alleen",2014-12-05 10:08:00,1
"643",2014-12-05,"10:08",0,1,0,"Dre alleen",2014-12-05 10:08:00,1
"644",2014-12-04,"14:40",0,1,0,"Dre alleen",2014-12-04 14:40:00,1
"645",2014-12-03,"11:17",0,1,0,"Dre alleen",2014-12-03 11:17:00,1
